studente,codice_attivita,data
CCRGSN77L53A601X,AT102,2024-02-25
PVNMCL00B63H059Q,AT102,2024-02-25
CSRFBA42A09D621L,AT102,2024-02-25
MNTCNT43C15F147N,AT102,2024-02-25
PPETTV44T45B606A,AT102,2024-02-25
BTTPRC08B07B138D,AT103,2025-03-28
RSTMRN54A10C555W,AT103,2025-03-28
LNTLSU98B10G625L,AT103,2025-03-28
NDRRSL63C13I202Q,AT103,2025-03-28
BDGGDI52R15B756K,AT103,2025-03-28
NPLRNT59B61C860V,AT103,2025-03-28
RGNSRS53E64B790Q,AT103,2025-03-28
MNTCRL41D49B486L,AT103,2025-03-28
MRSRGR79R44G020X,AT103,2025-03-28
CTLLND16D15G859K,AT103,2024-03-27
GRGMNL45P63H014I,AT103,2024-03-27
TRCTTE90L21E581V,AT103,2024-03-27
TRTLSI58C12E911E,AT103,2024-03-27
PSCBLD77S61D548L,AT103,2024-03-27
GDNPSL45A62I007Y,AT103,2025-01-26
VLNMLN29A25D684F,AT103,2025-01-26
SCTVLR43A15B501H,AT103,2025-01-26
PGLNTN80R29A713Y,AT103,2025-01-26
NCLGSV25R44B203F,AT103,2025-01-26
PSCBLD77S61D548L,AT103,2025-01-26
LCRFRC30P02I292T,AT103,2025-01-26
BTTTRT28M66F162R,AT103,2025-01-26
NDRVNS02S03G415L,AT103,2025-01-26
PTRSNN22T41A863I,AT103,2024-06-27
RSTMRN54A10C555W,AT103,2024-06-27
NTNGLN96T64H917C,AT103,2024-06-27
RMNPMN84D54C300K,AT103,2024-06-27
GNNGSN40E59G619K,AT103,2024-06-27
BSSBTN30R24B932K,AT103,2024-06-27
DNSRNT83L67A970K,AT103,2024-06-27
TNNBNT63P41B720D,AT103,2024-06-27
RTCNCL38L66I899C,AT103,2024-06-27
MGGJCP84D69I643D,AT103,2024-06-27
CCRGSN77L53A601X,AT103,2024-06-27
NPLRNT59B61C860V,AT103,2024-06-27
ZRLDMA40L64B091A,AT103,2024-06-27
BBAPRN15P27A552K,AT103,2024-06-27
FNTRFL42S59H639U,AT103,2024-06-27
MNCLCZ48R27E158T,AT103,2024-06-27
DSUGLM27E11F369U,AT103,2024-06-27
GLTLVR97T19F766D,AT103,2024-06-27
NDRRSL63C13I202Q,AT103,2024-05-08
CRLVCR40B04G335M,AT103,2024-05-08
LPPGLT97H11F337Z,AT103,2024-05-08
SLTRFL31L21D766D,AT103,2024-05-08
TMBCLD34H25A957R,AT103,2024-05-08
GLTLVR97T19F766D,AT103,2024-05-08
PSCBLD77S61D548L,AT103,2024-05-08
DSUGLM27E11F369U,AT103,2024-05-08
TRTLSI58C12E911E,AT103,2024-05-08
NPLRNT59B61C860V,AT103,2024-05-08
BSSBTN30R24B932K,AT103,2024-05-08
GRGMNL45P63H014I,AT103,2024-05-08
CTLGVN53C01E026W,AT103,2024-05-08
SLMVNN25T48M411I,AT103,2024-05-08
RCCGSP72C31L707Q,AT103,2024-05-08
NVNFRN56R43E924F,AT104,2024-11-18
VNDGLN28B13I290T,AT104,2024-11-18
LCRFRC30P02I292T,AT104,2024-11-18
SCTVLR43A15B501H,AT104,2024-11-18
MRTBLS86A41G943K,AT104,2024-11-18
CRLVCR40B04G335M,AT104,2024-11-18
TRSPLG87P67L438G,AT104,2024-11-18
GRTTZN63M14B891U,AT104,2024-11-18
GNNGSN40E59G619K,AT104,2024-11-18
BTTTRT28M66F162R,AT104,2024-11-18
RTCNCL38L66I899C,AT104,2024-11-18
RMNPMN84D54C300K,AT104,2024-11-18
FRRCLD00E56F239H,AT104,2024-11-18
NSTJLD78B04G074V,AT104,2024-11-18
TDSDNL07S25B218U,AT104,2024-11-18
BTTPRC08B07B138D,AT104,2024-11-18
NPLRNT59B61C860V,AT104,2024-11-18
CMPDLA89D15H442X,AT104,2024-11-18
BBAPRN15P27A552K,AT104,2024-11-18
LNTLSU98B10G625L,AT104,2024-11-18
LNTLSU98B10G625L,AT104,2024-10-05
RSTMRN54A10C555W,AT104,2024-10-05
TNNBNT63P41B720D,AT104,2024-10-05
PVNMCL00B63H059Q,AT104,2024-10-05
TRSPLG87P67L438G,AT104,2024-10-05
VNDGLN28B13I290T,AT104,2024-10-05
RCCGSP72C31L707Q,AT104,2024-10-05
PNCJCP35S49G556I,AT104,2024-10-05
PZZLME65R58E536P,AT104,2024-10-05
GSSMRL90B47B758E,AT104,2024-10-05
BBAPRN15P27A552K,AT104,2024-10-05
SREVRC70E19G802R,AT104,2024-10-05
SLTRFL31L21D766D,AT104,2024-10-05
CTLLND16D15G859K,AT104,2024-12-13
TLNVRC76D19G294B,AT104,2024-12-13
RMNDRA85D64L859X,AT104,2024-12-13
SREVRC70E19G802R,AT104,2024-12-13
SLTRFL31L21D766D,AT104,2024-12-13
TMBCLD34H25A957R,AT104,2024-12-13
MRTBLS86A41G943K,AT104,2023-05-23
RCCGSP72C31L707Q,AT104,2023-05-23
GRNDMN76B66D239G,AT104,2023-05-23
SLTRFL31L21D766D,AT104,2023-05-23
CRSTTR84R60H765J,AT104,2023-05-23
PVRLNE81R13C727L,AT104,2023-05-23
TMBNGL50D47I923O,AT104,2023-05-23
SRESYV46P24A965O,AT104,2023-05-23
BSSBTN30R24B932K,AT104,2023-05-23
CHDGCT34C41D042E,AT104,2023-05-23
TDSDNL07S25B218U,AT104,2023-05-23
CSTFBA97T13C080A,AT104,2023-05-23
SCRRMD90P69E498W,AT104,2023-05-23
TRSPLG87P67L438G,AT104,2023-05-23
CRLVCR40B04G335M,AT104,2023-05-23
BRSRMN48R47G618I,AT104,2024-07-28
VNDGLN28B13I290T,AT104,2024-07-28
RCCSTN11M20M361D,AT104,2024-07-28
CTLLND16D15G859K,AT104,2024-07-28
BDGGDI52R15B756K,AT104,2024-07-28
BSSBTN30R24B932K,AT104,2024-07-28
MNTCRL41D49B486L,AT104,2024-07-28
MZZGFR53P55L172G,AT104,2024-07-28
GNNGSN40E59G619K,AT104,2024-07-28
NVNFRN56R43E924F,AT104,2024-07-28
NCLGSV25R44B203F,AT104,2024-07-28
TRCTTE90L21E581V,AT104,2024-07-28
PNCJCP35S49G556I,AT104,2024-07-28
BTNSLS85C60D184F,AT104,2024-07-28
BTTTRT28M66F162R,AT104,2024-07-28
BBGNNS07B09B428X,AT104,2024-07-28
NDRRSL63C13I202Q,AT104,2024-07-28
PGLNTN80R29A713Y,AT104,2024-07-28
CTLGVN53C01E026W,AT105,2024-11-27
GNNGSN40E59G619K,AT105,2024-11-27
GRTTZN63M14B891U,AT105,2024-11-27
GDNPSL45A62I007Y,AT105,2024-11-27
PNCJCP35S49G556I,AT105,2024-11-27
CMPDLA89D15H442X,AT105,2024-11-27
GLLBRR31M49I984X,AT105,2024-11-27
GLTSTN64P13C561G,AT105,2024-11-27
VLNMLN29A25D684F,AT105,2023-02-26
PRGNCI60M53G119E,AT105,2023-02-26
TDSDNL07S25B218U,AT105,2023-02-26
GRNDMN76B66D239G,AT105,2023-02-26
BTNSLS85C60D184F,AT105,2023-02-26
TRSPLG87P67L438G,AT105,2023-02-26
PRGNCI60M53G119E,AT105,2023-01-08
PPETTV44T45B606A,AT105,2023-01-08
CMRRFL96A49H547E,AT105,2023-01-08
CMPDLA89D15H442X,AT105,2023-01-08
BTTTRT28M66F162R,AT105,2023-01-08
MGGJCP84D69I643D,AT105,2023-01-08
GRGVNL79B28F146O,AT105,2023-01-08
PNCJCP35S49G556I,AT105,2023-01-08
GRNDMN76B66D239G,AT105,2023-01-08
NVNFRN56R43E924F,AT105,2023-01-08
CTLLND16D15G859K,AT105,2023-01-08
TNCCRL76L48D569Q,AT105,2023-01-08
TNNBNT63P41B720D,AT105,2023-01-08
GRNGSV39M49M377L,AT105,2023-01-08
SLMVNN25T48M411I,AT105,2023-01-08
VNDGLN28B13I290T,AT105,2025-12-22
RMNPMN84D54C300K,AT105,2025-12-22
TMBCLD34H25A957R,AT105,2025-12-22
BDGGDI52R15B756K,AT105,2025-12-22
SREVRC70E19G802R,AT105,2025-12-22
LPPGLT97H11F337Z,AT105,2025-12-22
NCHMLS79L13G189Q,AT105,2025-12-22
RCCGSP72C31L707Q,AT105,2025-12-22
GSSMRL90B47B758E,AT105,2025-12-22
FRRCLD00E56F239H,AT105,2025-12-22
TRTLSI58C12E911E,AT105,2025-12-22
VNLBLD08B64E040R,AT105,2025-12-22
MNTCNT43C15F147N,AT105,2024-05-27
TDSDNL07S25B218U,AT105,2024-05-27
MZZGFR53P55L172G,AT105,2024-05-27
CCRGSN77L53A601X,AT105,2024-05-27
MLPBRC37E23A519G,AT105,2024-05-27
NCHMLS79L13G189Q,AT105,2024-05-27
DSUGLM27E11F369U,AT105,2024-05-27
CTLLND16D15G859K,AT105,2024-05-27
GRTTZN63M14B891U,AT105,2024-05-27
TNCCRL76L48D569Q,AT105,2024-05-27
LPPGLT97H11F337Z,AT105,2024-05-27
CSTFBA97T13C080A,AT105,2024-05-27
PVNMCL00B63H059Q,AT105,2024-05-27
CSTTNI63R20E791N,AT105,2024-05-27
NDRVNS02S03G415L,AT106,2023-02-08
BTNSLS85C60D184F,AT106,2023-02-08
BBGNNS07B09B428X,AT106,2023-02-08
RCCGSP72C31L707Q,AT106,2023-02-08
GRTTZN63M14B891U,AT106,2023-02-08
TRCTTE90L21E581V,AT106,2023-02-08
ZRLDMA40L64B091A,AT106,2023-02-08
SLTRFL31L21D766D,AT106,2023-02-08
DNSRNT83L67A970K,AT106,2023-02-08
BRNBNN36T60G827T,AT106,2023-02-08
TMSNCL01B50L384G,AT106,2023-02-08
GRNDMN76B66D239G,AT106,2023-02-08
NCHMLS79L13G189Q,AT106,2023-02-08
NDRRSL63C13I202Q,AT106,2023-02-08
DSUGLM27E11F369U,AT106,2025-05-03
NTNGLN96T64H917C,AT106,2025-05-03
FRRCLD00E56F239H,AT106,2025-05-03
GRGVNL79B28F146O,AT106,2025-05-03
RMNDRA85D64L859X,AT106,2025-05-03
LNTLSU98B10G625L,AT106,2024-07-11
TMSNCL01B50L384G,AT106,2024-07-11
FNTRFL42S59H639U,AT106,2024-07-11
RTCNCL38L66I899C,AT106,2024-07-11
TRCTTE90L21E581V,AT106,2024-07-11
RMNPMN84D54C300K,AT106,2024-07-11
VNLBLD08B64E040R,AT106,2024-07-11
SLMVNN25T48M411I,AT106,2024-07-11
CMRRFL96A49H547E,AT106,2024-07-11
BTTPRC08B07B138D,AT106,2024-07-11
MRTBLS86A41G943K,AT106,2024-07-11
TLNVRC76D19G294B,AT106,2024-07-11
MLPBRC37E23A519G,AT106,2024-07-11
CCRGSN77L53A601X,AT106,2024-07-11
LPPGLT97H11F337Z,AT106,2024-07-11
GDNPSL45A62I007Y,AT106,2024-07-11
MRSRGR79R44G020X,AT106,2024-07-11
CRLVCR40B04G335M,AT106,2024-07-11
VNLBLD08B64E040R,AT106,2023-11-05
SCTVLR43A15B501H,AT106,2023-11-05
PTRSNN22T41A863I,AT106,2023-11-05
PVNMCL00B63H059Q,AT106,2023-11-05
TMSNCL01B50L384G,AT106,2023-11-05
MRSRGR79R44G020X,AT106,2023-11-05
NOIDNG52L60L061W,AT106,2023-11-05
NDRRSL63C13I202Q,AT106,2023-11-05
CNVRTR51S60L506S,AT106,2023-11-05
GRNDMN76B66D239G,AT106,2023-11-05
GLLBRR31M49I984X,AT106,2023-11-05
NCHMLS79L13G189Q,AT106,2023-11-05
CRSTTR84R60H765J,AT106,2023-11-05
RGNSRS53E64B790Q,AT106,2023-11-05
NPLRNT59B61C860V,AT106,2023-11-05
RSTMRN54A10C555W,AT106,2023-11-05
NCLGSV25R44B203F,AT106,2023-11-05
NVNFRN56R43E924F,AT106,2023-11-05
VLNMLN29A25D684F,AT106,2023-10-12
PVRLNE81R13C727L,AT106,2023-10-12
PTRSNN22T41A863I,AT106,2023-10-12
TMBMRN55B44F840P,AT106,2023-10-12
LNTLSU98B10G625L,AT106,2023-10-12
MNTCRL41D49B486L,AT106,2023-10-12
MCCLGN24M22H920Z,AT106,2023-10-12
LPPGLT97H11F337Z,AT106,2023-10-12
GRGMNL45P63H014I,AT106,2023-10-12
GDNPSL45A62I007Y,AT106,2023-10-12
PZZLME65R58E536P,AT106,2023-10-12
TRSPLG87P67L438G,AT106,2023-10-12
CTLLND16D15G859K,AT106,2023-10-12
BTTPRC08B07B138D,AT106,2023-10-12
NSTJLD78B04G074V,AT106,2023-10-12
TNCCRL76L48D569Q,AT106,2023-10-12
PSCBLD77S61D548L,AT106,2023-10-12
TRTLSI58C12E911E,AT106,2023-10-12
NVIGLS13A49H825C,AT106,2023-10-12
CHDGCT34C41D042E,AT107,2025-11-02
PRGNCI60M53G119E,AT107,2025-11-02
NVNFRN56R43E924F,AT107,2025-11-02
NCLGSV25R44B203F,AT107,2025-11-02
TRSPLG87P67L438G,AT107,2025-11-02
GSSMRL90B47B758E,AT107,2025-11-02
CRSTTR84R60H765J,AT107,2025-11-02
RCCGSP72C31L707Q,AT107,2025-11-02
BDGGDI52R15B756K,AT107,2025-11-02
BBGNNS07B09B428X,AT107,2025-11-02
RMNDRA85D64L859X,AT107,2025-11-02
BTTRFL78H50H675I,AT107,2025-11-02
TDSDNL07S25B218U,AT107,2025-11-02
RCCSTN11M20M361D,AT107,2025-11-02
PSCBLD77S61D548L,AT107,2025-11-02
RSTMRN54A10C555W,AT107,2025-11-02
GRNGSV39M49M377L,AT107,2025-11-02
TMBMRN55B44F840P,AT107,2025-11-02
TRTLSI58C12E911E,AT107,2023-04-26
PSCBLD77S61D548L,AT107,2023-04-26
TLNVRC76D19G294B,AT107,2023-04-26
CTLLND16D15G859K,AT107,2023-04-26
PNCJCP35S49G556I,AT107,2023-04-26
NVNFRN56R43E924F,AT107,2023-04-26
MNCLCZ48R27E158T,AT107,2023-04-26
BRSRMN48R47G618I,AT107,2023-04-26
TRSPLG87P67L438G,AT107,2023-04-26
GNNGSN40E59G619K,AT107,2023-04-26
BDGGDI52R15B756K,AT107,2023-04-26
VNDGLN28B13I290T,AT107,2023-04-26
BSSBTN30R24B932K,AT107,2023-04-26
RGNSRS53E64B790Q,AT107,2023-04-26
NCLGSV25R44B203F,AT107,2023-04-26
CRLVCR40B04G335M,AT107,2023-04-26
CMRRFL96A49H547E,AT107,2023-04-26
TMBMRN55B44F840P,AT107,2023-04-26
NDRRSL63C13I202Q,AT107,2024-10-22
CSTTNI63R20E791N,AT107,2024-10-22
GLTSTN64P13C561G,AT107,2024-10-22
BRNBNN36T60G827T,AT107,2024-10-22
CCRGSN77L53A601X,AT107,2024-10-22
SLTRFL31L21D766D,AT107,2024-10-22
TRCTTE90L21E581V,AT107,2024-10-22
VNLBLD08B64E040R,AT107,2024-10-22
BTNSLS85C60D184F,AT107,2024-10-22
MCCLGN24M22H920Z,AT107,2024-10-22
LCRFRC30P02I292T,AT107,2025-08-10
TRCTTE90L21E581V,AT107,2025-08-10
RMNPMN84D54C300K,AT107,2025-08-10
NVIGLS13A49H825C,AT107,2025-08-10
MNTCNT43C15F147N,AT107,2025-08-10
NPLRNT59B61C860V,AT107,2025-08-10
TMBMRN55B44F840P,AT107,2025-08-10
PVNMCL00B63H059Q,AT107,2025-08-10
ZRLDMA40L64B091A,AT107,2025-08-10
SLMVNN25T48M411I,AT107,2025-08-10
RCCGSP72C31L707Q,AT107,2025-08-10
SCRRMD90P69E498W,AT107,2025-08-10
GRGVNL79B28F146O,AT107,2025-08-10
RGNSRS53E64B790Q,AT107,2025-08-10
VLNMLN29A25D684F,AT107,2025-08-10
CRLVCR40B04G335M,AT107,2025-08-10
BBAPRN15P27A552K,AT107,2025-08-10
SREVRC70E19G802R,AT107,2025-08-10
ZRLDMA40L64B091A,AT107,2024-12-09
RCCGSP72C31L707Q,AT107,2024-12-09
NDRVNS02S03G415L,AT107,2024-12-09
RCCSTN11M20M361D,AT107,2024-12-09
MCCLGN24M22H920Z,AT107,2024-12-09
GLLBRR31M49I984X,AT107,2024-12-09
MLPBRC37E23A519G,AT107,2024-12-09
GRGVNL79B28F146O,AT107,2024-12-09
BRSRMN48R47G618I,AT107,2024-12-09
RMNDRA85D64L859X,AT107,2024-12-09
VNLBLD08B64E040R,AT107,2024-12-09
NOIDNG52L60L061W,AT107,2024-12-09
